Customer_ID,Preferred_Data_GB,Preferred_Calls,Preferred_SMS,Preferred_Validity,Preferred_OTT,Budget_Range,Preferred_Speed
C05970,1.5,200,100,365,No OTT,Medium,5G
C05971,2.0,100,Unlimited,180,Amazon Prime,High,4G
C05972,1.5,200,Unlimited,84,Hotstar,High,4G
C05973,2.0,100,50,56,Amazon Prime,Low,5G
C05974,2.0,200,200,28,Amazon Prime,Low,5G
C05975,5.0,300,200,84,Hotstar,Low,4G
C05976,1.5,Unlimited,200,56,Netflix,Medium,5G
C05977,1.0,100,Unlimited,365,Netflix,High,4G
C05978,1.0,200,50,84,No OTT,High,4G
C05979,5.0,300,Unlimited,28,No OTT,Low,5G
C05980,5.0,200,Unlimited,180,No OTT,Medium,4G
C05981,5.0,100,100,28,Amazon Prime,Medium,4G
C05982,1.5,Unlimited,50,180,Netflix,Medium,5G
C05983,5.0,200,Unlimited,180,Hotstar,Low,5G
C05984,3.0,300,50,28,No OTT,Low,5G
C05985,1.0,100,200,180,Amazon Prime,Low,4G
C05986,3.0,300,100,365,Amazon Prime,Medium,5G
C05987,1.5,300,100,365,No OTT,High,4G
C05988,5.0,300,100,180,No OTT,Low,5G
C05989,2.0,300,Unlimited,56,No OTT,Low,5G
C05990,5.0,300,50,28,No OTT,Low,5G
C05991,5.0,100,Unlimited,28,No OTT,Medium,4G
C05992,2.0,Unlimited,100,28,No OTT,Medium,4G
C05993,3.0,100,200,56,Amazon Prime,Medium,4G
C05994,3.0,300,50,56,No OTT,Medium,4G
C05995,1.5,100,100,180,No OTT,High,4G
C05996,2.0,200,Unlimited,180,No OTT,High,5G
C05997,2.0,Unlimited,100,365,Hotstar,High,4G
C05998,5.0,200,50,56,Hotstar,High,5G
C05999,1.0,300,Unlimited,28,Hotstar,Medium,5G
C06000,5.0,200,200,84,Netflix,High,4G
C06001,3.0,200,Unlimited,180,Netflix,Medium,5G
C06002,5.0,Unlimited,50,180,Amazon Prime,High,4G
C06003,5.0,300,100,56,Hotstar,Low,4G
C06004,2.0,300,100,84,Amazon Prime,High,4G
C06005,5.0,Unlimited,Unlimited,84,Netflix,Medium,5G
C06006,1.5,300,100,84,No OTT,High,4G
C06007,2.0,Unlimited,50,56,No OTT,Low,4G
C06008,2.0,Unlimited,100,56,No OTT,Low,5G
C06009,2.0,300,100,365,No OTT,High,4G
C06010,1.5,300,Unlimited,84,Netflix,High,5G
C06011,5.0,200,100,365,Hotstar,High,4G
C06012,1.0,200,50,180,Hotstar,High,4G
C06013,3.0,Unlimited,200,365,Hotstar,Low,5G
C06014,2.0,200,100,56,Hotstar,Medium,4G
C06015,1.5,300,Unlimited,28,No OTT,High,5G
C06016,1.0,200,50,180,Amazon Prime,Medium,4G
C06017,1.0,200,50,56,Netflix,High,5G
C06018,1.5,100,200,84,Netflix,Low,4G
C06019,1.5,100,Unlimited,180,Amazon Prime,Medium,5G
C06020,1.5,Unlimited,200,28,Amazon Prime,Low,4G
C06021,5.0,100,100,180,Amazon Prime,High,4G
C06022,1.0,100,Unlimited,28,Netflix,Low,5G
C06023,3.0,300,Unlimited,28,Amazon Prime,Low,5G
C06024,2.0,300,50,180,Hotstar,Low,5G
C06025,1.0,Unlimited,200,365,Amazon Prime,Low,5G
C06026,1.0,200,100,56,No OTT,High,5G
C06027,2.0,300,50,84,Amazon Prime,Low,5G
C06028,3.0,200,100,28,Netflix,Medium,4G
C06029,3.0,200,200,365,Hotstar,Low,4G
C06030,1.5,100,50,180,No OTT,Medium,5G
C06031,2.0,300,100,28,No OTT,Low,5G
C06032,5.0,200,100,84,Amazon Prime,Low,4G
C06033,1.5,Unlimited,Unlimited,180,Hotstar,Low,5G
C06034,2.0,300,100,365,No OTT,Medium,5G
C06035,1.0,200,50,365,No OTT,Medium,5G
C06036,5.0,100,100,365,Amazon Prime,Medium,4G
C06037,1.5,Unlimited,200,56,Netflix,Low,5G
C06038,5.0,200,Unlimited,180,No OTT,Medium,5G
C06039,5.0,100,Unlimited,84,No OTT,Low,4G
C06040,1.5,300,50,365,No OTT,Medium,5G
C06041,5.0,Unlimited,100,84,Hotstar,Medium,5G
C06042,5.0,Unlimited,100,56,Hotstar,High,5G
C06043,2.0,200,200,84,No OTT,High,5G
C06044,1.0,200,100,365,Netflix,Medium,4G
C06045,1.0,200,100,28,No OTT,High,5G
C06046,5.0,100,200,28,Netflix,Low,4G
C06047,5.0,200,100,180,No OTT,High,5G
C06048,1.0,200,50,365,No OTT,Low,5G
C06049,5.0,100,200,84,Hotstar,Low,5G
C06050,5.0,200,100,28,No OTT,Medium,4G
C06051,5.0,300,100,84,Netflix,Medium,5G
C06052,5.0,300,100,180,No OTT,High,5G
C06053,5.0,300,200,365,Amazon Prime,Low,5G
C06054,1.0,Unlimited,50,84,No OTT,Medium,5G
C06055,1.0,Unlimited,100,56,Hotstar,High,5G
C06056,5.0,300,200,84,Amazon Prime,Low,4G
C06057,1.5,200,Unlimited,56,No OTT,High,4G
C06058,1.0,300,200,365,Hotstar,High,5G
C06059,5.0,Unlimited,100,180,No OTT,Medium,5G
C06060,3.0,300,200,56,Hotstar,High,4G
C06061,2.0,200,200,365,Amazon Prime,Medium,5G
C06062,2.0,Unlimited,50,180,Hotstar,High,4G
C06063,1.5,300,50,28,No OTT,Medium,5G
C06064,1.0,100,Unlimited,84,Amazon Prime,Medium,4G
C06065,5.0,Unlimited,Unlimited,365,Netflix,Medium,4G
C06066,2.0,300,Unlimited,365,Amazon Prime,Medium,5G
C06067,1.5,100,50,28,Amazon Prime,Low,5G
C06068,5.0,100,100,56,No OTT,Medium,4G
C06069,1.0,200,200,84,Netflix,Low,4G
C06070,3.0,300,200,84,Hotstar,High,4G
C06071,2.0,100,Unlimited,56,Amazon Prime,Low,4G
C06072,5.0,Unlimited,Unlimited,84,No OTT,Medium,5G
C06073,1.0,Unlimited,100,180,No OTT,Low,4G
C06074,1.0,200,Unlimited,56,Hotstar,Medium,4G
C06075,2.0,300,200,56,Hotstar,Medium,4G
C06076,1.0,100,Unlimited,180,No OTT,Medium,4G
C06077,1.5,200,50,365,No OTT,Low,5G
C06078,1.5,200,200,28,Netflix,High,5G
C06079,5.0,300,200,180,Amazon Prime,Low,4G
C06080,3.0,300,50,180,Hotstar,High,4G
C06081,2.0,Unlimited,Unlimited,365,Netflix,Low,5G
C06082,2.0,300,100,180,No OTT,High,4G
C06083,1.0,200,50,180,No OTT,Medium,5G
C06084,2.0,300,200,180,Amazon Prime,High,5G
C06085,1.5,Unlimited,200,365,No OTT,Medium,4G
C06086,5.0,200,200,180,No OTT,High,4G
C06087,5.0,300,100,28,Amazon Prime,Low,5G
C06088,2.0,100,Unlimited,180,Amazon Prime,High,4G
C06089,5.0,100,100,365,Amazon Prime,High,4G
C06090,1.5,300,Unlimited,365,Amazon Prime,Medium,4G
C06091,3.0,Unlimited,200,365,No OTT,Medium,5G
C06092,3.0,200,Unlimited,28,Netflix,High,5G
C06093,1.5,Unlimited,200,365,No OTT,Low,5G
C06094,1.0,200,50,365,No OTT,Low,5G
C06095,5.0,300,100,180,Amazon Prime,Medium,5G
C06096,2.0,200,100,180,Hotstar,High,5G
C06097,3.0,300,50,84,Hotstar,Low,4G
C06098,1.0,200,Unlimited,180,Netflix,Low,5G
C06099,1.5,100,200,28,Hotstar,Low,5G
C06100,3.0,Unlimited,50,84,No OTT,Medium,5G
C06101,3.0,100,100,28,No OTT,Low,5G
C06102,3.0,300,50,28,No OTT,Low,5G
C06103,2.0,300,50,365,No OTT,High,4G
C06104,1.5,Unlimited,200,180,No OTT,Low,5G
C06105,1.5,100,50,365,Hotstar,High,5G
C06106,1.0,100,Unlimited,180,Netflix,Low,4G
C06107,5.0,300,Unlimited,28,Hotstar,Low,4G
C06108,3.0,200,50,56,Amazon Prime,Low,5G
C06109,1.5,100,100,28,No OTT,Medium,5G
C06110,5.0,100,Unlimited,365,Netflix,Medium,4G
C06111,3.0,Unlimited,200,28,No OTT,Medium,4G
C06112,5.0,Unlimited,Unlimited,56,Hotstar,High,4G
C06113,1.0,300,100,28,No OTT,Medium,5G
C06114,1.5,Unlimited,100,84,Hotstar,Low,4G
C06115,5.0,300,Unlimited,28,Amazon Prime,Medium,4G
C06116,3.0,Unlimited,50,365,No OTT,High,5G
C06117,5.0,300,Unlimited,365,Hotstar,Low,4G
C06118,1.5,200,200,180,Amazon Prime,High,5G
C06119,1.0,100,200,28,No OTT,Medium,4G
C06120,3.0,100,100,84,Netflix,Medium,4G
C06121,1.0,200,200,28,No OTT,Medium,4G
C06122,1.0,300,50,365,Hotstar,Low,5G
C06123,3.0,300,50,56,Hotstar,High,5G
C06124,3.0,100,200,56,Amazon Prime,Medium,5G
C06125,1.5,100,200,56,Amazon Prime,Medium,4G
C06126,5.0,Unlimited,100,84,Amazon Prime,Low,4G
C06127,2.0,300,200,84,Hotstar,High,5G
C06128,1.0,100,100,84,Hotstar,Medium,4G
C06129,5.0,200,Unlimited,180,No OTT,Low,5G
C06130,3.0,200,50,56,Hotstar,High,4G
C06131,3.0,100,200,180,Hotstar,Low,5G
C06132,1.0,200,50,56,Netflix,Medium,4G
C06133,1.0,Unlimited,100,56,No OTT,Medium,4G
C06134,2.0,100,Unlimited,365,No OTT,Low,4G
C06135,2.0,100,100,180,No OTT,Low,4G
C06136,5.0,300,Unlimited,365,Hotstar,Low,5G
C06137,3.0,300,200,28,No OTT,Low,5G
C06138,5.0,200,50,180,No OTT,High,4G
C06139,5.0,300,50,28,Hotstar,High,4G
C06140,1.5,300,50,84,Hotstar,Low,5G
C06141,5.0,200,Unlimited,84,No OTT,Medium,5G
C06142,2.0,Unlimited,50,365,No OTT,Medium,5G
C06143,1.0,100,Unlimited,180,No OTT,High,4G
C06144,5.0,300,100,180,Netflix,High,4G
C06145,5.0,300,50,84,Netflix,Low,5G
C06146,5.0,Unlimited,50,365,Hotstar,Low,4G
C06147,2.0,Unlimited,50,180,No OTT,High,5G
C06148,3.0,100,200,365,Netflix,Medium,5G
C06149,1.5,100,Unlimited,84,Netflix,High,4G
C06150,2.0,Unlimited,Unlimited,56,Amazon Prime,Low,5G
C06151,5.0,Unlimited,Unlimited,56,Hotstar,Low,4G
C06152,3.0,200,100,180,No OTT,High,5G
C06153,1.5,100,200,56,Hotstar,Medium,5G
C06154,5.0,Unlimited,Unlimited,56,Netflix,Medium,5G
C06155,1.5,Unlimited,50,180,Amazon Prime,Medium,5G
C06156,1.5,300,50,28,Hotstar,High,4G
C06157,1.0,300,Unlimited,28,Netflix,Low,5G
C06158,1.5,300,100,365,Amazon Prime,Low,5G
C06159,5.0,Unlimited,200,180,Amazon Prime,Medium,4G
C06160,2.0,100,200,28,Hotstar,Low,4G
C06161,2.0,Unlimited,50,180,No OTT,Medium,4G
C06162,3.0,300,50,365,Amazon Prime,High,4G
C06163,1.0,200,Unlimited,28,Netflix,Medium,4G
C06164,1.5,Unlimited,100,84,No OTT,Low,5G
C06165,5.0,200,200,365,Hotstar,Low,4G
C06166,3.0,100,100,56,Netflix,Low,5G
C06167,2.0,100,50,28,No OTT,Low,4G
C06168,3.0,300,200,365,No OTT,High,4G
C06169,1.0,200,200,84,No OTT,Low,5G
C06170,1.0,100,Unlimited,84,Netflix,High,5G
C06171,5.0,Unlimited,Unlimited,28,Hotstar,High,4G
C06172,1.0,Unlimited,200,28,No OTT,Medium,5G
C06173,2.0,100,50,365,Amazon Prime,High,4G
C06174,3.0,200,100,180,No OTT,High,4G
C06175,1.0,300,200,84,No OTT,Low,4G
C06176,1.5,200,Unlimited,365,No OTT,Low,5G
C06177,1.0,Unlimited,Unlimited,56,No OTT,Medium,4G
C06178,1.0,Unlimited,Unlimited,365,Hotstar,High,4G
C06179,1.5,200,50,180,Amazon Prime,Medium,4G
C06180,5.0,300,Unlimited,365,Hotstar,Medium,5G
C06181,3.0,100,Unlimited,28,Hotstar,High,5G
C06182,3.0,100,200,84,Netflix,High,5G
C06183,3.0,300,100,365,Amazon Prime,Low,4G
C06184,1.5,Unlimited,200,56,No OTT,Medium,5G
C06185,5.0,Unlimited,100,365,Amazon Prime,High,4G
C06186,1.0,100,50,56,No OTT,Medium,5G
C06187,5.0,200,100,84,No OTT,Medium,4G
C06188,5.0,100,Unlimited,28,Netflix,Medium,5G
C06189,1.5,300,100,180,Amazon Prime,Low,4G
C06190,5.0,300,Unlimited,56,Hotstar,Low,4G
C06191,1.5,200,Unlimited,180,Amazon Prime,High,4G
C06192,1.0,Unlimited,200,84,Hotstar,Low,5G
C06193,2.0,100,50,365,No OTT,Low,5G
C06194,1.0,200,200,180,No OTT,High,5G
C06195,1.0,Unlimited,Unlimited,56,Netflix,Medium,4G
C06196,1.5,100,50,56,No OTT,Low,5G
C06197,3.0,300,50,84,Amazon Prime,High,5G
C06198,5.0,Unlimited,200,180,Hotstar,Medium,5G
C06199,2.0,100,200,180,Hotstar,Medium,5G
C06200,5.0,Unlimited,200,56,Netflix,High,4G
C06201,2.0,Unlimited,50,365,No OTT,High,5G
C06202,3.0,200,200,180,No OTT,High,4G
C06203,5.0,200,50,365,No OTT,High,5G
C06204,1.0,Unlimited,50,28,No OTT,Medium,5G
C06205,1.0,100,200,180,Hotstar,Medium,5G
C06206,3.0,100,100,84,Hotstar,High,5G
C06207,1.0,200,100,56,Hotstar,Low,5G
C06208,1.0,Unlimited,50,56,Netflix,Medium,5G
C06209,1.0,100,Unlimited,365,Hotstar,High,5G
C06210,3.0,Unlimited,Unlimited,28,Hotstar,High,5G
C06211,1.0,Unlimited,200,28,Amazon Prime,Low,4G
C06212,3.0,Unlimited,50,84,Amazon Prime,Medium,5G
C06213,1.0,200,Unlimited,28,No OTT,Medium,5G
C06214,1.5,Unlimited,100,56,No OTT,High,5G
C06215,2.0,200,200,84,Netflix,Low,4G
C06216,1.5,200,50,56,Hotstar,Low,5G
C06217,1.5,100,200,180,No OTT,Low,4G
C06218,5.0,Unlimited,200,56,Amazon Prime,Medium,5G
C06219,3.0,200,50,56,No OTT,Medium,4G
C06220,5.0,100,50,180,Netflix,High,4G
C06221,2.0,300,50,365,Hotstar,Low,5G
C06222,2.0,200,Unlimited,365,No OTT,Medium,4G
C06223,3.0,300,200,28,Hotstar,Low,4G
C06224,5.0,Unlimited,200,28,Netflix,Medium,4G
C06225,3.0,100,100,180,Amazon Prime,Medium,4G
C06226,3.0,300,100,56,No OTT,Low,5G
C06227,1.5,100,Unlimited,28,Amazon Prime,High,4G
C06228,3.0,200,100,56,Netflix,Low,4G
C06229,2.0,Unlimited,50,56,Netflix,Low,4G
C06230,1.0,Unlimited,Unlimited,56,Hotstar,High,5G
C06231,5.0,300,200,180,Netflix,High,4G
C06232,2.0,300,100,365,No OTT,Low,4G
C06233,2.0,200,Unlimited,365,Netflix,Medium,5G
C06234,3.0,200,100,365,Amazon Prime,Medium,4G
C06235,1.5,300,Unlimited,56,Amazon Prime,High,4G
C06236,1.0,100,100,365,Amazon Prime,Medium,4G
C06237,2.0,100,100,365,Amazon Prime,High,4G
C06238,1.5,Unlimited,200,56,Amazon Prime,High,5G
C06239,3.0,200,Unlimited,180,No OTT,Medium,5G
C06240,5.0,Unlimited,50,56,Netflix,Low,5G
C06241,1.5,Unlimited,Unlimited,84,Hotstar,High,4G
C06242,1.0,300,50,28,Netflix,High,5G
C06243,1.5,100,100,180,Netflix,Medium,4G
C06244,1.5,100,Unlimited,365,No OTT,Low,5G
C06245,1.5,100,50,28,Netflix,High,5G
C06246,3.0,200,200,180,Hotstar,High,4G
C06247,2.0,300,50,84,Amazon Prime,High,4G
C06248,1.5,300,200,56,Hotstar,Medium,4G
C06249,1.0,200,Unlimited,365,No OTT,High,4G
C06250,3.0,Unlimited,200,180,Netflix,Low,4G
C06251,1.0,200,Unlimited,180,No OTT,Medium,4G
C06252,1.0,100,100,365,Hotstar,Low,5G
C06253,1.5,300,100,28,Netflix,Medium,5G
C06254,2.0,200,Unlimited,84,Hotstar,Medium,5G
C06255,2.0,200,100,56,No OTT,Low,4G
C06256,5.0,200,Unlimited,365,Amazon Prime,Medium,4G
C06257,5.0,200,100,84,Hotstar,High,4G
C06258,3.0,100,Unlimited,84,No OTT,High,5G
C06259,2.0,100,50,84,No OTT,Low,4G
C06260,3.0,200,Unlimited,56,Amazon Prime,High,4G
C06261,2.0,Unlimited,100,28,No OTT,Low,4G
C06262,1.5,100,200,56,No OTT,Low,4G
C06263,1.5,200,100,365,Amazon Prime,High,5G
C06264,1.5,200,200,56,Amazon Prime,Medium,4G
C06265,5.0,100,50,28,Netflix,Medium,5G
C06266,1.0,300,Unlimited,365,No OTT,Medium,5G
C06267,1.0,300,Unlimited,365,Netflix,Low,4G
C06268,1.5,100,200,56,Netflix,High,4G
C06269,3.0,Unlimited,200,365,No OTT,Low,5G
C06270,2.0,100,200,84,Hotstar,Medium,4G
C06271,1.5,100,50,56,No OTT,High,5G
C06272,2.0,100,200,84,Amazon Prime,Low,4G
C06273,5.0,200,200,28,No OTT,High,5G
C06274,1.5,Unlimited,Unlimited,180,Amazon Prime,Low,5G
C06275,5.0,Unlimited,50,180,Amazon Prime,Medium,4G
C06276,5.0,Unlimited,Unlimited,365,Hotstar,Medium,5G
C06277,1.0,200,50,180,Hotstar,Low,5G
C06278,5.0,Unlimited,100,365,Amazon Prime,Low,4G
C06279,1.0,300,100,28,Amazon Prime,Low,4G
C06280,1.0,200,200,56,No OTT,Medium,5G
C06281,3.0,100,50,56,No OTT,High,4G
C06282,2.0,200,50,365,Amazon Prime,High,5G
C06283,3.0,300,Unlimited,365,No OTT,Medium,4G
C06284,3.0,100,200,365,Netflix,Medium,4G
C06285,1.0,300,200,365,Netflix,High,4G
C06286,1.0,Unlimited,100,84,No OTT,Low,5G
C06287,1.5,300,Unlimited,365,No OTT,Medium,4G
C06288,5.0,100,100,28,No OTT,Low,4G
C06289,1.0,200,50,28,Amazon Prime,Low,4G
C06290,5.0,100,100,365,Hotstar,High,5G
C06291,1.5,Unlimited,200,28,No OTT,High,4G
C06292,1.0,300,200,365,No OTT,Medium,4G
C06293,5.0,200,Unlimited,56,No OTT,Medium,4G
C06294,2.0,100,Unlimited,365,No OTT,High,4G
C06295,1.0,100,Unlimited,365,Netflix,High,5G
C06296,1.0,100,100,180,Amazon Prime,Medium,5G
C06297,1.0,200,200,56,Hotstar,High,4G
C06298,2.0,100,200,84,Amazon Prime,High,5G
C06299,3.0,200,Unlimited,180,Amazon Prime,Low,5G
C06300,5.0,300,Unlimited,84,Hotstar,Low,4G
C06301,5.0,100,100,56,Netflix,Medium,5G
C06302,2.0,200,200,180,Hotstar,Medium,4G
C06303,5.0,100,Unlimited,84,Hotstar,Low,4G
C06304,2.0,Unlimited,100,28,No OTT,Medium,5G
C06305,1.0,100,50,56,Amazon Prime,Medium,5G
C06306,1.5,300,Unlimited,84,No OTT,High,5G
C06307,1.5,200,Unlimited,56,Hotstar,High,5G
C06308,5.0,100,200,365,No OTT,Medium,4G
C06309,3.0,Unlimited,100,56,No OTT,High,5G
C06310,1.0,300,100,84,Hotstar,Medium,4G
C06311,2.0,Unlimited,100,365,Netflix,Medium,5G
C06312,1.5,Unlimited,100,180,No OTT,Low,5G
C06313,3.0,300,50,180,Netflix,Medium,4G
C06314,1.0,100,200,365,No OTT,Medium,5G
C06315,1.0,300,50,28,Amazon Prime,Low,5G
C06316,5.0,200,50,28,Netflix,Low,5G
C06317,3.0,Unlimited,Unlimited,84,No OTT,High,4G
C06318,1.0,100,100,180,No OTT,High,4G
C06319,5.0,300,Unlimited,56,Hotstar,High,4G
C06320,1.5,200,50,180,Netflix,Medium,5G
C06321,1.5,300,200,28,Netflix,Medium,4G
C06322,1.5,200,50,28,No OTT,High,4G
C06323,1.5,300,50,28,No OTT,Medium,5G
C06324,1.5,300,50,28,No OTT,High,5G
C06325,1.0,Unlimited,200,56,Hotstar,Medium,5G
C06326,3.0,100,Unlimited,180,Amazon Prime,High,5G
C06327,5.0,200,100,365,Hotstar,Low,4G
C06328,2.0,100,100,180,Hotstar,Medium,4G
C06329,5.0,Unlimited,100,365,Amazon Prime,Medium,4G
C06330,5.0,Unlimited,200,365,Hotstar,Low,5G
C06331,3.0,300,Unlimited,365,Amazon Prime,Low,5G
C06332,3.0,300,200,180,Hotstar,High,4G
C06333,5.0,200,Unlimited,180,Hotstar,High,4G
C06334,3.0,300,Unlimited,180,Hotstar,Medium,4G
C06335,1.5,100,100,365,Hotstar,High,4G
C06336,1.0,300,100,365,Hotstar,Low,5G
C06337,2.0,100,100,28,Netflix,Low,4G
C06338,2.0,300,Unlimited,28,Amazon Prime,Low,4G
C06339,1.0,200,Unlimited,365,No OTT,Medium,4G
C06340,5.0,200,100,365,No OTT,High,5G
C06341,1.0,100,200,28,No OTT,High,4G
C06342,2.0,200,Unlimited,56,No OTT,Low,5G
C06343,1.0,100,200,28,No OTT,Low,4G
C06344,1.5,100,50,365,No OTT,High,5G
C06345,1.5,200,Unlimited,84,No OTT,Low,4G
C06346,3.0,Unlimited,Unlimited,56,No OTT,Medium,4G
C06347,1.5,Unlimited,Unlimited,180,Hotstar,High,4G
C06348,1.0,100,200,56,No OTT,Low,5G
C06349,5.0,200,200,56,Netflix,High,5G
C06350,2.0,Unlimited,Unlimited,56,No OTT,Low,4G
C06351,1.5,100,100,84,Hotstar,High,4G
C06352,2.0,300,50,84,Amazon Prime,High,5G
C06353,5.0,Unlimited,100,84,No OTT,Medium,4G
C06354,2.0,200,Unlimited,84,No OTT,Medium,4G
C06355,5.0,Unlimited,200,84,Hotstar,High,5G
C06356,1.5,100,100,365,Amazon Prime,Medium,5G
C06357,3.0,100,100,180,No OTT,Low,5G
C06358,3.0,300,100,28,Hotstar,Medium,4G
C06359,3.0,300,50,56,Amazon Prime,High,5G
C06360,1.5,200,200,180,Amazon Prime,Low,4G
C06361,2.0,Unlimited,50,56,Netflix,Medium,5G
C06362,1.0,300,100,56,No OTT,Low,4G
C06363,5.0,Unlimited,Unlimited,180,No OTT,Medium,5G
C06364,5.0,Unlimited,200,180,Amazon Prime,High,4G
C06365,2.0,300,100,365,No OTT,High,5G
C06366,5.0,100,Unlimited,28,Hotstar,Medium,5G
C06367,5.0,Unlimited,100,84,No OTT,Low,5G
C06368,5.0,300,100,28,Amazon Prime,Medium,4G
C06369,3.0,300,Unlimited,365,No OTT,Low,5G
C06370,5.0,300,50,56,Netflix,Low,4G
C06371,1.5,100,Unlimited,56,No OTT,Medium,5G
C06372,1.5,300,Unlimited,365,Netflix,High,5G
C06373,1.5,200,50,365,Netflix,Medium,4G
C06374,5.0,200,200,56,No OTT,High,4G
C06375,3.0,200,200,365,Hotstar,High,4G
C06376,2.0,300,100,180,Hotstar,High,5G
C06377,5.0,100,Unlimited,365,No OTT,Low,5G
C06378,2.0,300,Unlimited,28,Netflix,Medium,5G
C06379,1.5,200,Unlimited,28,No OTT,Medium,4G
C06380,2.0,Unlimited,200,28,No OTT,Low,4G
C06381,2.0,200,Unlimited,84,No OTT,Low,5G
C06382,2.0,Unlimited,50,28,Hotstar,High,4G
C06383,1.5,300,100,56,Amazon Prime,High,4G
C06384,5.0,100,50,365,Hotstar,Medium,4G
C06385,1.5,300,100,56,No OTT,High,4G
C06386,5.0,300,200,28,No OTT,High,5G
C06387,2.0,100,100,56,Hotstar,Medium,4G
C06388,1.0,100,100,180,Amazon Prime,Low,4G
C06389,5.0,100,Unlimited,365,Hotstar,Medium,4G
C06390,3.0,Unlimited,Unlimited,84,No OTT,Medium,5G
C06391,1.5,100,200,56,No OTT,Low,4G
C06392,1.0,300,50,84,Hotstar,High,4G
C06393,1.5,300,200,365,Hotstar,High,4G
C06394,1.5,Unlimited,50,365,Amazon Prime,High,4G
C06395,1.5,200,50,28,Hotstar,Low,4G
C06396,1.0,Unlimited,Unlimited,180,Hotstar,Medium,4G
C06397,3.0,300,Unlimited,180,Hotstar,Medium,5G
C06398,3.0,100,200,84,Netflix,Medium,5G
C06399,1.0,200,Unlimited,56,Netflix,Low,5G
C06400,1.5,300,100,84,Netflix,High,5G
C06401,5.0,100,Unlimited,56,No OTT,Low,4G
C06402,5.0,100,50,180,Hotstar,High,4G
C06403,1.0,300,100,180,Hotstar,Medium,4G
C06404,1.5,Unlimited,Unlimited,56,No OTT,High,4G
C06405,1.5,100,200,180,No OTT,Medium,4G
C06406,2.0,100,100,56,No OTT,High,4G
C06407,5.0,Unlimited,200,28,Netflix,Low,5G
C06408,5.0,200,200,180,Hotstar,Medium,4G
C06409,1.5,Unlimited,100,180,Amazon Prime,High,5G
C06410,2.0,300,Unlimited,365,Netflix,Medium,5G
C06411,3.0,300,50,180,Netflix,Medium,4G
C06412,1.5,100,200,180,Amazon Prime,High,5G
C06413,3.0,100,Unlimited,365,No OTT,Low,4G
C06414,1.0,300,Unlimited,28,No OTT,Medium,5G
C06415,1.5,300,200,180,Netflix,Medium,5G
C06416,2.0,100,50,28,Hotstar,Medium,5G
C06417,1.0,300,100,180,No OTT,Medium,5G
C06418,1.0,100,200,365,Amazon Prime,Low,4G
C06419,5.0,200,50,84,Hotstar,Low,5G
C06420,3.0,100,100,180,Amazon Prime,Low,5G
C06421,3.0,100,100,180,Hotstar,High,5G
C06422,2.0,200,50,28,No OTT,Medium,5G
C06423,3.0,300,Unlimited,56,Netflix,Medium,5G
C06424,1.0,300,100,180,Amazon Prime,Low,4G
C06425,1.0,Unlimited,100,180,No OTT,High,4G
C06426,2.0,Unlimited,50,180,Amazon Prime,Medium,5G
C06427,1.5,300,100,84,No OTT,Medium,4G
C06428,1.0,Unlimited,50,180,Amazon Prime,Medium,5G
C06429,5.0,100,Unlimited,84,Amazon Prime,Medium,5G
C06430,5.0,100,100,56,No OTT,Low,5G
C06431,1.5,300,50,84,Amazon Prime,Low,4G
C06432,3.0,300,100,365,No OTT,Low,4G
C06433,1.0,Unlimited,Unlimited,84,Netflix,Low,4G
C06434,2.0,200,200,56,Netflix,High,5G
C06435,5.0,300,200,56,Amazon Prime,High,4G
C06436,1.0,100,Unlimited,28,No OTT,High,4G
C06437,5.0,100,200,180,Netflix,High,4G
C06438,5.0,200,50,28,No OTT,High,5G
C06439,2.0,300,200,56,Amazon Prime,Low,4G
C06440,3.0,300,50,365,Netflix,Medium,4G
C06441,1.0,100,Unlimited,84,No OTT,High,5G
C06442,5.0,200,50,180,Netflix,Medium,4G
C06443,3.0,Unlimited,50,84,Hotstar,High,4G
C06444,3.0,200,50,84,No OTT,High,4G
C06445,1.5,200,200,84,Hotstar,Medium,5G
C06446,5.0,Unlimited,50,180,No OTT,High,4G
C06447,5.0,Unlimited,200,84,No OTT,High,4G
C06448,1.5,300,100,28,Netflix,Medium,4G
C06449,5.0,Unlimited,200,365,No OTT,High,4G
C06450,1.5,300,100,365,Hotstar,High,5G
C06451,2.0,200,100,180,No OTT,Low,4G
C06452,1.0,Unlimited,200,180,Amazon Prime,Medium,4G
C06453,2.0,300,200,28,Hotstar,Low,5G
C06454,3.0,Unlimited,50,180,Hotstar,High,4G
C06455,1.5,300,Unlimited,56,No OTT,High,5G
C06456,3.0,200,50,365,No OTT,Low,4G
C06457,1.5,300,50,180,Netflix,High,5G
C06458,5.0,Unlimited,50,180,No OTT,High,4G
C06459,1.0,Unlimited,200,365,No OTT,Medium,5G
C06460,1.0,100,200,28,Netflix,Medium,5G
C06461,5.0,100,200,180,Amazon Prime,Medium,5G
C06462,5.0,200,100,56,Hotstar,High,5G
C06463,1.5,200,100,28,No OTT,Medium,4G
C06464,1.0,300,50,365,Netflix,Low,5G
C06465,2.0,200,200,365,Netflix,High,4G
C06466,2.0,Unlimited,200,84,No OTT,Low,4G
C06467,1.0,300,200,365,Amazon Prime,Medium,4G
C06468,5.0,Unlimited,Unlimited,28,No OTT,High,4G
C06469,1.5,300,100,28,No OTT,Low,5G
