Customer_ID,Previous_Plan_ID,Usage_Data_GB,Usage_Calls,Usage_SMS,Renewed,Previous_Speed,Previous_Validity,Previous_OTT
C05831,P15,31,4652,444,0,4G,28,No OTT
C05832,P25,152,9807,1785,0,5G,365,Netflix
C05833,P22,79,8440,1503,0,4G,365,No OTT
C05834,P21,183,5368,592,1,5G,28,No OTT
C05835,P18,176,1809,1012,0,4G,180,No OTT
C05836,P11,66,7443,545,1,5G,28,Hotstar
C05837,P10,87,9647,1024,0,4G,28,No OTT
C05838,P24,106,5595,783,0,4G,180,No OTT
C05839,P25,23,2352,1816,1,5G,365,Netflix
C05840,P02,133,4352,1046,0,5G,56,Netflix
C05841,P25,103,2504,539,1,5G,365,Netflix
C05842,P01,72,8173,159,1,4G,365,No OTT
C05843,P10,83,2561,1939,1,4G,28,No OTT
C05844,P01,191,6925,1748,0,4G,365,No OTT
C05845,P05,127,3955,1635,1,5G,84,No OTT
C05846,P11,35,2006,814,1,5G,28,Hotstar
C05847,P02,53,7647,553,0,5G,56,Netflix
C05848,P17,65,8165,936,0,5G,28,Hotstar
C05849,P03,176,4408,464,0,4G,84,No OTT
C05850,P22,164,4597,908,1,4G,365,No OTT
C05851,P10,198,5550,173,1,4G,28,No OTT
C05852,P10,170,2675,1979,1,4G,28,No OTT
C05853,P09,116,4817,1437,1,4G,365,No OTT
C05854,P09,95,2692,1885,1,4G,365,No OTT
C05855,P22,121,9098,654,1,4G,365,No OTT
C05856,P08,120,8722,1182,0,4G,84,No OTT
C05857,P19,143,7872,1008,1,5G,84,Hotstar
C05858,P05,139,1870,971,1,5G,84,No OTT
C05859,P03,153,9442,767,1,4G,84,No OTT
C05860,P25,83,3253,1018,1,5G,365,Netflix
C05861,P24,125,6258,1208,0,4G,180,No OTT
C05862,P17,53,2493,1608,1,5G,28,Hotstar
C05863,P23,88,4866,1280,0,4G,28,No OTT
C05864,P16,85,7469,255,0,5G,56,Amazon Prime
C05865,P11,177,7546,990,1,5G,28,Hotstar
C05866,P18,147,8209,1292,0,4G,180,No OTT
C05867,P14,178,6036,449,0,5G,28,No OTT
C05868,P11,59,6161,938,1,5G,28,Hotstar
C05869,P08,84,4803,1891,1,4G,84,No OTT
C05870,P09,37,8385,1794,0,4G,365,No OTT
C05871,P17,159,8513,1077,1,5G,28,Hotstar
C05872,P22,71,6784,1630,1,4G,365,No OTT
C05873,P06,28,5661,1626,1,5G,365,Netflix
C05874,P24,26,9846,826,1,4G,180,No OTT
C05875,P08,70,7718,912,1,4G,84,No OTT
C05876,P17,22,9173,1690,0,5G,28,Hotstar
C05877,P14,132,4703,1248,0,5G,28,No OTT
C05878,P18,128,3348,303,1,4G,180,No OTT
C05879,P22,192,4836,284,0,4G,365,No OTT
C05880,P16,41,6744,725,1,5G,56,Amazon Prime
C05881,P19,20,4350,676,1,5G,84,Hotstar
C05882,P10,98,1352,1215,0,4G,28,No OTT
C05883,P15,54,1048,1798,0,4G,28,No OTT
C05884,P12,43,6093,415,1,5G,56,Amazon Prime
C05885,P10,146,4434,1326,1,4G,28,No OTT
C05886,P12,156,6250,728,0,5G,56,Amazon Prime
C05887,P25,153,7623,1990,1,5G,365,Netflix
C05888,P24,113,4472,1829,0,4G,180,No OTT
C05889,P01,88,4581,1960,0,4G,365,No OTT
C05890,P19,96,5094,1805,0,5G,84,Hotstar
C05891,P09,92,9155,1954,1,4G,365,No OTT
C05892,P22,68,9588,1823,0,4G,365,No OTT
C05893,P13,29,4103,1342,0,5G,365,Amazon Prime
C05894,P09,186,5338,846,0,4G,365,No OTT
C05895,P22,147,8502,1050,1,4G,365,No OTT
C05896,P01,36,8961,1592,1,4G,365,No OTT
C05897,P16,96,4663,283,0,5G,56,Amazon Prime
C05898,P15,38,1975,897,1,4G,28,No OTT
C05899,P13,127,2839,316,1,5G,365,Amazon Prime
C05900,P15,45,5115,634,0,4G,28,No OTT
C05901,P04,115,4526,1173,1,4G,84,No OTT
C05902,P06,197,4123,1944,0,5G,365,Netflix
C05903,P11,198,3429,156,0,5G,28,Hotstar
C05904,P06,110,7976,1632,0,5G,365,Netflix
C05905,P20,51,6726,1937,0,5G,180,Netflix
C05906,P15,21,5772,1457,0,4G,28,No OTT
C05907,P12,42,3012,1363,1,5G,56,Amazon Prime
C05908,P13,92,6262,1787,0,5G,365,Amazon Prime
C05909,P21,199,5441,909,0,5G,28,No OTT
C05910,P08,118,5394,1446,0,4G,84,No OTT
C05911,P01,88,2783,450,1,4G,365,No OTT
C05912,P15,142,3880,150,1,4G,28,No OTT
C05913,P23,156,5486,1641,1,4G,28,No OTT
C05914,P21,26,2669,296,1,5G,28,No OTT
C05915,P17,141,1553,1764,0,5G,28,Hotstar
C05916,P02,31,2419,1335,1,5G,56,Netflix
C05917,P15,59,5524,1146,0,4G,28,No OTT
C05918,P18,50,8201,919,0,4G,180,No OTT
C05919,P07,147,2729,1075,1,4G,180,Hotstar
C05920,P18,169,8455,1034,1,4G,180,No OTT
C05921,P17,61,4593,457,1,5G,28,Hotstar
C05922,P13,98,5286,566,1,5G,365,Amazon Prime
C05923,P02,188,5067,295,0,5G,56,Netflix
C05924,P02,95,2358,180,1,5G,56,Netflix
C05925,P22,156,5630,1558,1,4G,365,No OTT
C05926,P25,22,5460,1316,1,5G,365,Netflix
C05927,P19,199,6995,1302,0,5G,84,Hotstar
C05928,P22,29,6533,1329,1,4G,365,No OTT
C05929,P01,39,8474,1787,0,4G,365,No OTT
C05930,P06,71,5253,1351,1,5G,365,Netflix
C05931,P06,165,7192,1089,1,5G,365,Netflix
C05932,P09,48,5316,1241,1,4G,365,No OTT
C05933,P25,137,3606,380,1,5G,365,Netflix
C05934,P10,61,3946,1038,0,4G,28,No OTT
C05935,P22,183,8538,285,1,4G,365,No OTT
C05936,P24,121,5206,1191,1,4G,180,No OTT
C05937,P17,167,1889,1868,0,5G,28,Hotstar
C05938,P08,33,7637,686,0,4G,84,No OTT
C05939,P21,65,9999,644,1,5G,28,No OTT
C05940,P07,142,4466,1342,1,4G,180,Hotstar
C05941,P10,194,1516,701,0,4G,28,No OTT
C05942,P23,120,7035,202,0,4G,28,No OTT
C05943,P03,194,3924,268,0,4G,84,No OTT
C05944,P03,129,1299,1288,1,4G,84,No OTT
C05945,P10,33,6268,870,0,4G,28,No OTT
C05946,P09,49,7543,712,1,4G,365,No OTT
C05947,P16,134,9989,1903,1,5G,56,Amazon Prime
C05948,P19,135,6238,1614,0,5G,84,Hotstar
C05949,P21,195,3963,617,1,5G,28,No OTT
C05950,P25,73,8194,1921,0,5G,365,Netflix
C05951,P08,167,1266,603,0,4G,84,No OTT
C05952,P14,23,4855,1066,0,5G,28,No OTT
C05953,P23,165,1448,938,1,4G,28,No OTT
C05954,P21,29,3162,1398,1,5G,28,No OTT
C05955,P21,167,6900,892,0,5G,28,No OTT
C05956,P12,74,4667,1934,0,5G,56,Amazon Prime
C05957,P24,113,7642,315,1,4G,180,No OTT
C05958,P18,25,1504,142,0,4G,180,No OTT
C05959,P03,81,1561,1876,1,4G,84,No OTT
C05960,P17,35,1500,492,0,5G,28,Hotstar
C05961,P07,128,9527,1749,0,4G,180,Hotstar
C05962,P22,62,4443,1014,0,4G,365,No OTT
C05963,P19,24,9418,771,1,5G,84,Hotstar
C05964,P03,37,2600,1295,0,4G,84,No OTT
C05965,P23,174,8012,1915,0,4G,28,No OTT
C05966,P10,93,4626,1336,1,4G,28,No OTT
C05967,P14,200,9760,672,0,5G,28,No OTT
C05968,P15,111,1716,1237,1,4G,28,No OTT
C05969,P06,157,1478,858,0,5G,365,Netflix
C05970,P08,69,3685,1335,1,4G,84,No OTT
C05971,P05,181,2662,1764,0,5G,84,No OTT
C05972,P19,156,2159,1789,0,5G,84,Hotstar
C05973,P02,189,4562,1999,0,5G,56,Netflix
C05974,P10,106,1876,287,1,4G,28,No OTT
C05975,P25,146,5813,260,1,5G,365,Netflix
C05976,P19,54,7461,442,0,5G,84,Hotstar
C05977,P05,40,8551,244,0,5G,84,No OTT
C05978,P25,34,3419,455,0,5G,365,Netflix
C05979,P18,157,3375,1655,0,4G,180,No OTT
C05980,P24,142,2830,324,1,4G,180,No OTT
C05981,P06,200,3736,1687,1,5G,365,Netflix
C05982,P19,89,1329,714,0,5G,84,Hotstar
C05983,P01,78,8677,1230,0,4G,365,No OTT
C05984,P18,180,5424,1255,0,4G,180,No OTT
C05985,P14,56,5688,461,1,5G,28,No OTT
C05986,P22,83,9641,1508,1,4G,365,No OTT
C05987,P17,103,2790,865,1,5G,28,Hotstar
C05988,P23,56,5165,1411,1,4G,28,No OTT
C05989,P07,76,4235,1086,0,4G,180,Hotstar
C05990,P25,181,1221,886,0,5G,365,Netflix
C05991,P02,155,5263,117,0,5G,56,Netflix
C05992,P14,87,2289,1063,0,5G,28,No OTT
C05993,P24,44,1352,567,0,4G,180,No OTT
C05994,P20,171,1785,963,1,5G,180,Netflix
C05995,P24,88,2140,859,1,4G,180,No OTT
C05996,P20,25,3631,546,1,5G,180,Netflix
C05997,P24,73,9992,1857,0,4G,180,No OTT
C05998,P23,32,8513,652,0,4G,28,No OTT
C05999,P08,45,2119,1152,0,4G,84,No OTT
C06000,P08,65,3353,1672,0,4G,84,No OTT
C06001,P04,153,4831,1019,0,4G,84,No OTT
C06002,P06,99,8922,918,0,5G,365,Netflix
C06003,P09,116,6793,1808,1,4G,365,No OTT
C06004,P22,29,5367,1603,1,4G,365,No OTT
C06005,P08,190,9656,173,1,4G,84,No OTT
C06006,P05,157,6046,464,1,5G,84,No OTT
C06007,P24,78,3871,916,0,4G,180,No OTT
C06008,P07,150,5306,1971,0,4G,180,Hotstar
C06009,P19,123,5765,1106,1,5G,84,Hotstar
C06010,P13,68,6964,1282,0,5G,365,Amazon Prime
C06011,P23,200,6599,324,0,4G,28,No OTT
C06012,P03,76,2333,1888,0,4G,84,No OTT
C06013,P08,195,8240,1934,0,4G,84,No OTT
C06014,P13,113,1927,1429,0,5G,365,Amazon Prime
C06015,P13,157,1593,1605,0,5G,365,Amazon Prime
C06016,P23,109,3402,487,1,4G,28,No OTT
C06017,P20,141,2573,1510,1,5G,180,Netflix
C06018,P02,159,5456,457,1,5G,56,Netflix
C06019,P22,61,3405,260,1,4G,365,No OTT
C06020,P21,83,5417,1751,1,5G,28,No OTT
C06021,P10,150,1152,1784,0,4G,28,No OTT
C06022,P13,77,5269,1579,0,5G,365,Amazon Prime
C06023,P18,46,1867,291,1,4G,180,No OTT
C06024,P25,67,7990,1538,0,5G,365,Netflix
C06025,P08,148,4942,1188,0,4G,84,No OTT
C06026,P13,150,4099,1704,0,5G,365,Amazon Prime
C06027,P19,137,6258,351,0,5G,84,Hotstar
C06028,P11,28,9026,1049,0,5G,28,Hotstar
C06029,P24,147,3861,216,1,4G,180,No OTT
C06030,P01,99,4693,1806,0,4G,365,No OTT
C06031,P04,149,6243,1120,1,4G,84,No OTT
C06032,P22,111,4773,1221,0,4G,365,No OTT
C06033,P16,35,4505,1449,1,5G,56,Amazon Prime
C06034,P10,34,2654,570,1,4G,28,No OTT
C06035,P21,83,3507,263,1,5G,28,No OTT
C06036,P10,157,3381,1987,1,4G,28,No OTT
C06037,P16,97,1444,779,1,5G,56,Amazon Prime
C06038,P23,49,9036,1704,0,4G,28,No OTT
C06039,P16,119,9528,1282,0,5G,56,Amazon Prime
C06040,P16,192,3924,1339,0,5G,56,Amazon Prime
C06041,P06,85,3719,1421,1,5G,365,Netflix
C06042,P19,99,8457,231,1,5G,84,Hotstar
C06043,P17,23,8683,1727,0,5G,28,Hotstar
C06044,P11,155,1683,855,1,5G,28,Hotstar
C06045,P01,102,1987,147,1,4G,365,No OTT
C06046,P17,141,2386,1974,1,5G,28,Hotstar
C06047,P24,101,3510,1446,1,4G,180,No OTT
C06048,P22,86,4312,1008,0,4G,365,No OTT
C06049,P23,67,3971,688,1,4G,28,No OTT
C06050,P01,167,3312,129,0,4G,365,No OTT
C06051,P09,74,1153,957,0,4G,365,No OTT
C06052,P25,29,5191,704,0,5G,365,Netflix
C06053,P04,88,7184,389,1,4G,84,No OTT
C06054,P03,23,3945,739,0,4G,84,No OTT
C06055,P03,174,3237,1482,1,4G,84,No OTT
C06056,P23,80,8060,915,0,4G,28,No OTT
C06057,P14,46,9134,357,1,5G,28,No OTT
C06058,P22,63,6111,1281,0,4G,365,No OTT
C06059,P17,48,7524,1634,1,5G,28,Hotstar
C06060,P16,31,9399,768,1,5G,56,Amazon Prime
C06061,P24,102,5678,492,0,4G,180,No OTT
C06062,P11,60,7376,1583,0,5G,28,Hotstar
C06063,P25,112,5318,299,1,5G,365,Netflix
C06064,P12,188,9684,675,1,5G,56,Amazon Prime
C06065,P15,139,3370,979,0,4G,28,No OTT
C06066,P25,199,4348,665,0,5G,365,Netflix
C06067,P10,36,4466,535,1,4G,28,No OTT
C06068,P04,75,5926,772,0,4G,84,No OTT
C06069,P23,64,4766,678,0,4G,28,No OTT
C06070,P21,22,8200,334,0,5G,28,No OTT
C06071,P03,149,1410,493,1,4G,84,No OTT
C06072,P12,97,7737,1834,0,5G,56,Amazon Prime
C06073,P25,104,5589,1669,0,5G,365,Netflix
C06074,P08,138,2125,768,0,4G,84,No OTT
C06075,P03,142,3846,952,1,4G,84,No OTT
C06076,P25,138,5653,785,0,5G,365,Netflix
C06077,P17,179,5295,813,0,5G,28,Hotstar
C06078,P06,128,1545,402,1,5G,365,Netflix
C06079,P20,57,5907,408,1,5G,180,Netflix
C06080,P07,90,2345,1804,0,4G,180,Hotstar
C06081,P21,107,7524,1361,0,5G,28,No OTT
C06082,P09,124,1999,1034,1,4G,365,No OTT
C06083,P17,100,4373,1845,1,5G,28,Hotstar
C06084,P04,58,6545,782,1,4G,84,No OTT
C06085,P05,48,9204,383,0,5G,84,No OTT
C06086,P01,180,8130,804,1,4G,365,No OTT
C06087,P15,130,3015,1244,1,4G,28,No OTT
C06088,P11,41,4410,875,0,5G,28,Hotstar
C06089,P01,102,9184,1551,0,4G,365,No OTT
C06090,P13,80,2482,822,1,5G,365,Amazon Prime
C06091,P15,175,1589,1840,1,4G,28,No OTT
C06092,P11,197,3691,1512,0,5G,28,Hotstar
C06093,P23,76,4873,1421,1,4G,28,No OTT
C06094,P16,168,3530,1419,0,5G,56,Amazon Prime
C06095,P25,148,2603,251,1,5G,365,Netflix
C06096,P16,148,9234,408,0,5G,56,Amazon Prime
C06097,P04,177,7484,648,0,4G,84,No OTT
C06098,P23,185,1753,1432,1,4G,28,No OTT
C06099,P01,199,3013,1002,0,4G,365,No OTT
C06100,P22,96,5860,1331,0,4G,365,No OTT
C06101,P09,125,1930,796,0,4G,365,No OTT
C06102,P19,145,1027,1888,1,5G,84,Hotstar
C06103,P24,75,5091,1894,0,4G,180,No OTT
C06104,P19,111,4035,1313,1,5G,84,Hotstar
C06105,P11,154,3297,384,0,5G,28,Hotstar
C06106,P22,186,8357,534,1,4G,365,No OTT
C06107,P14,125,9547,1037,0,5G,28,No OTT
C06108,P10,101,1653,234,1,4G,28,No OTT
C06109,P05,71,1385,1787,1,5G,84,No OTT
C06110,P10,181,6378,684,1,4G,28,No OTT
C06111,P04,69,6470,1754,0,4G,84,No OTT
C06112,P12,22,8834,1345,1,5G,56,Amazon Prime
C06113,P17,58,1615,1344,1,5G,28,Hotstar
C06114,P21,142,9620,552,0,5G,28,No OTT
C06115,P19,109,2364,769,1,5G,84,Hotstar
C06116,P04,86,2474,1459,1,4G,84,No OTT
C06117,P24,115,5203,593,0,4G,180,No OTT
C06118,P04,178,4771,1764,1,4G,84,No OTT
C06119,P01,130,1823,268,1,4G,365,No OTT
C06120,P22,180,7377,462,0,4G,365,No OTT
C06121,P18,175,2740,1519,0,4G,180,No OTT
C06122,P09,194,6260,1964,0,4G,365,No OTT
C06123,P11,59,6706,1962,1,5G,28,Hotstar
C06124,P10,45,1522,605,0,4G,28,No OTT
C06125,P25,96,8826,1508,0,5G,365,Netflix
C06126,P13,163,9583,1166,0,5G,365,Amazon Prime
C06127,P08,105,6815,106,1,4G,84,No OTT
C06128,P16,118,8142,1949,0,5G,56,Amazon Prime
C06129,P07,64,8755,1882,0,4G,180,Hotstar
C06130,P25,155,3596,1042,1,5G,365,Netflix
C06131,P14,90,2569,856,0,5G,28,No OTT
C06132,P24,137,2006,625,1,4G,180,No OTT
C06133,P11,177,8261,1101,1,5G,28,Hotstar
C06134,P18,33,4705,645,0,4G,180,No OTT
C06135,P16,35,7462,1928,0,5G,56,Amazon Prime
C06136,P14,47,7767,1370,0,5G,28,No OTT
C06137,P12,96,4948,964,1,5G,56,Amazon Prime
C06138,P01,78,3745,772,0,4G,365,No OTT
C06139,P25,29,4648,1669,0,5G,365,Netflix
C06140,P16,73,8821,875,1,5G,56,Amazon Prime
C06141,P14,136,9682,548,0,5G,28,No OTT
C06142,P21,187,2393,1219,1,5G,28,No OTT
C06143,P11,116,4383,613,0,5G,28,Hotstar
C06144,P06,189,8987,1701,0,5G,365,Netflix
C06145,P12,48,4322,173,0,5G,56,Amazon Prime
C06146,P22,121,6841,1984,0,4G,365,No OTT
C06147,P25,72,6323,251,1,5G,365,Netflix
C06148,P24,104,5637,943,0,4G,180,No OTT
C06149,P15,98,1864,1798,0,4G,28,No OTT
C06150,P23,188,4795,667,1,4G,28,No OTT
C06151,P14,70,5717,1706,0,5G,28,No OTT
C06152,P11,50,4930,1667,0,5G,28,Hotstar
C06153,P05,126,4171,1898,0,5G,84,No OTT
C06154,P10,21,9318,717,0,4G,28,No OTT
C06155,P22,103,8804,1750,1,4G,365,No OTT
C06156,P09,122,9449,1856,1,4G,365,No OTT
C06157,P15,199,5757,348,0,4G,28,No OTT
C06158,P17,113,7969,1436,0,5G,28,Hotstar
C06159,P06,112,3473,1219,1,5G,365,Netflix
C06160,P16,29,9902,448,0,5G,56,Amazon Prime
C06161,P13,199,7171,1802,1,5G,365,Amazon Prime
C06162,P21,49,7393,501,1,5G,28,No OTT
C06163,P15,90,8585,478,1,4G,28,No OTT
C06164,P23,186,5141,1387,0,4G,28,No OTT
C06165,P23,82,2542,1880,1,4G,28,No OTT
C06166,P12,134,6797,144,0,5G,56,Amazon Prime
C06167,P01,48,9087,1507,1,4G,365,No OTT
C06168,P16,59,5058,208,1,5G,56,Amazon Prime
C06169,P18,78,2627,1089,1,4G,180,No OTT
C06170,P09,184,8257,1539,1,4G,365,No OTT
C06171,P21,144,6598,800,1,5G,28,No OTT
C06172,P22,167,9756,1099,0,4G,365,No OTT
C06173,P15,108,5682,1961,1,4G,28,No OTT
C06174,P13,166,8194,775,1,5G,365,Amazon Prime
C06175,P19,130,6223,846,0,5G,84,Hotstar
C06176,P16,100,5457,469,0,5G,56,Amazon Prime
C06177,P17,98,4221,298,0,5G,28,Hotstar
C06178,P12,180,4357,869,1,5G,56,Amazon Prime
C06179,P05,131,3208,908,1,5G,84,No OTT
C06180,P17,101,5351,458,1,5G,28,Hotstar
C06181,P19,56,6041,1493,0,5G,84,Hotstar
C06182,P24,190,6469,505,0,4G,180,No OTT
C06183,P20,153,3210,1630,0,5G,180,Netflix
C06184,P10,73,7201,861,1,4G,28,No OTT
C06185,P01,110,9889,1703,1,4G,365,No OTT
C06186,P09,58,1325,1885,1,4G,365,No OTT
C06187,P20,150,9668,658,0,5G,180,Netflix
C06188,P07,147,4717,503,0,4G,180,Hotstar
C06189,P03,76,9755,1099,0,4G,84,No OTT
C06190,P02,145,9245,127,0,5G,56,Netflix
C06191,P22,44,2469,494,0,4G,365,No OTT
C06192,P09,189,1512,388,0,4G,365,No OTT
C06193,P21,182,8470,1737,0,5G,28,No OTT
C06194,P12,132,6228,1855,1,5G,56,Amazon Prime
C06195,P11,122,2242,1218,1,5G,28,Hotstar
C06196,P08,98,5993,735,0,4G,84,No OTT
C06197,P05,32,8992,910,0,5G,84,No OTT
C06198,P20,69,3663,1695,1,5G,180,Netflix
C06199,P04,65,3650,967,1,4G,84,No OTT
C06200,P17,99,8696,1190,0,5G,28,Hotstar
C06201,P02,166,7070,555,0,5G,56,Netflix
C06202,P23,110,7202,1322,0,4G,28,No OTT
C06203,P25,81,7845,595,0,5G,365,Netflix
C06204,P05,166,9471,126,1,5G,84,No OTT
C06205,P09,140,2804,1517,0,4G,365,No OTT
C06206,P17,194,8303,828,0,5G,28,Hotstar
C06207,P04,138,3094,894,1,4G,84,No OTT
C06208,P09,114,7769,1716,0,4G,365,No OTT
C06209,P06,153,6965,740,1,5G,365,Netflix
C06210,P03,24,2768,1739,1,4G,84,No OTT
C06211,P14,193,9645,554,1,5G,28,No OTT
C06212,P15,33,6743,888,1,4G,28,No OTT
C06213,P02,185,5354,1163,0,5G,56,Netflix
C06214,P22,65,2402,463,0,4G,365,No OTT
C06215,P20,147,3984,1757,1,5G,180,Netflix
C06216,P16,188,4437,926,1,5G,56,Amazon Prime
C06217,P03,79,9294,173,0,4G,84,No OTT
C06218,P12,197,7319,1768,0,5G,56,Amazon Prime
C06219,P11,38,9683,1941,0,5G,28,Hotstar
C06220,P25,196,8135,1521,1,5G,365,Netflix
C06221,P08,136,9374,1809,0,4G,84,No OTT
C06222,P17,199,5601,1879,0,5G,28,Hotstar
C06223,P19,102,6189,1493,0,5G,84,Hotstar
C06224,P11,27,5883,1034,1,5G,28,Hotstar
C06225,P01,53,8595,1048,1,4G,365,No OTT
C06226,P08,116,9066,213,1,4G,84,No OTT
C06227,P11,109,9533,1949,1,5G,28,Hotstar
C06228,P06,112,7974,1964,1,5G,365,Netflix
C06229,P20,69,8500,656,0,5G,180,Netflix
C06230,P15,159,8441,1295,1,4G,28,No OTT
C06231,P02,101,4405,1769,0,5G,56,Netflix
C06232,P20,177,5319,550,1,5G,180,Netflix
C06233,P08,198,2732,103,0,4G,84,No OTT
C06234,P12,200,1958,651,0,5G,56,Amazon Prime
C06235,P16,35,3403,299,0,5G,56,Amazon Prime
C06236,P11,159,7758,709,0,5G,28,Hotstar
C06237,P17,118,3243,322,0,5G,28,Hotstar
C06238,P01,114,5700,874,0,4G,365,No OTT
C06239,P23,113,5728,624,0,4G,28,No OTT
C06240,P03,95,3586,217,0,4G,84,No OTT
C06241,P08,28,2246,1010,1,4G,84,No OTT
C06242,P25,130,5733,1807,1,5G,365,Netflix
C06243,P03,77,3824,732,1,4G,84,No OTT
C06244,P07,40,7620,458,1,4G,180,Hotstar
C06245,P22,145,9364,1817,0,4G,365,No OTT
C06246,P10,40,6307,553,0,4G,28,No OTT
C06247,P06,166,1666,934,0,5G,365,Netflix
C06248,P02,144,1035,294,0,5G,56,Netflix
C06249,P11,161,9278,719,0,5G,28,Hotstar
C06250,P10,168,8991,411,0,4G,28,No OTT
C06251,P14,147,2867,374,0,5G,28,No OTT
C06252,P03,141,2410,1096,0,4G,84,No OTT
C06253,P19,168,4269,1632,1,5G,84,Hotstar
C06254,P25,41,7985,1782,0,5G,365,Netflix
C06255,P03,72,3522,717,0,4G,84,No OTT
C06256,P22,156,4672,1618,0,4G,365,No OTT
C06257,P18,134,9627,1302,0,4G,180,No OTT
C06258,P09,118,3708,904,1,4G,365,No OTT
C06259,P16,146,4561,1418,1,5G,56,Amazon Prime
C06260,P25,140,1504,1944,1,5G,365,Netflix
C06261,P02,138,5582,762,0,5G,56,Netflix
C06262,P07,168,8969,1190,0,4G,180,Hotstar
C06263,P02,116,4558,343,0,5G,56,Netflix
C06264,P15,111,4103,392,0,4G,28,No OTT
C06265,P02,128,3919,433,1,5G,56,Netflix
C06266,P21,95,2633,379,0,5G,28,No OTT
C06267,P12,199,4382,1213,1,5G,56,Amazon Prime
C06268,P17,139,8497,1968,1,5G,28,Hotstar
C06269,P09,142,1109,1718,1,4G,365,No OTT
C06270,P01,63,1425,1363,0,4G,365,No OTT
C06271,P21,30,4591,1727,0,5G,28,No OTT
C06272,P11,48,9893,1986,1,5G,28,Hotstar
C06273,P13,136,5207,388,0,5G,365,Amazon Prime
C06274,P24,37,7723,1449,0,4G,180,No OTT
C06275,P05,42,8675,1510,0,5G,84,No OTT
C06276,P03,178,7850,1808,0,4G,84,No OTT
C06277,P06,103,9051,1160,1,5G,365,Netflix
C06278,P05,145,3508,1430,1,5G,84,No OTT
C06279,P08,172,8278,168,1,4G,84,No OTT
C06280,P18,198,9829,1325,0,4G,180,No OTT
C06281,P12,159,5517,793,0,5G,56,Amazon Prime
C06282,P22,104,9428,1967,1,4G,365,No OTT
C06283,P15,66,9704,616,0,4G,28,No OTT
C06284,P21,141,2585,591,1,5G,28,No OTT
C06285,P25,145,1955,1763,1,5G,365,Netflix
C06286,P10,112,6297,1147,1,4G,28,No OTT
C06287,P11,104,4306,1089,1,5G,28,Hotstar
C06288,P17,92,3978,1928,1,5G,28,Hotstar
C06289,P02,93,9475,1184,1,5G,56,Netflix
C06290,P14,167,3954,1661,0,5G,28,No OTT
C06291,P12,108,2152,905,1,5G,56,Amazon Prime
C06292,P25,172,8217,267,0,5G,365,Netflix
C06293,P05,86,2372,880,1,5G,84,No OTT
C06294,P25,72,5225,629,0,5G,365,Netflix
C06295,P06,137,5038,849,0,5G,365,Netflix
C06296,P11,38,1780,1043,1,5G,28,Hotstar
C06297,P22,75,8815,1101,1,4G,365,No OTT
C06298,P23,167,4746,771,0,4G,28,No OTT
C06299,P15,51,9782,1382,0,4G,28,No OTT
C06300,P25,72,5226,214,0,5G,365,Netflix
C06301,P14,171,4486,1280,1,5G,28,No OTT
C06302,P21,187,9024,290,1,5G,28,No OTT
C06303,P02,60,4719,646,0,5G,56,Netflix
C06304,P20,167,1115,1599,0,5G,180,Netflix
C06305,P04,140,5223,1089,1,4G,84,No OTT
C06306,P08,49,3149,1867,0,4G,84,No OTT
C06307,P12,142,3402,406,1,5G,56,Amazon Prime
C06308,P23,95,8912,443,0,4G,28,No OTT
C06309,P01,58,4521,1881,0,4G,365,No OTT
C06310,P18,133,2074,1709,0,4G,180,No OTT
C06311,P09,103,5718,547,0,4G,365,No OTT
C06312,P15,44,7525,1379,1,4G,28,No OTT
C06313,P08,33,3760,324,0,4G,84,No OTT
C06314,P15,35,6721,305,1,4G,28,No OTT
C06315,P16,187,1257,1040,0,5G,56,Amazon Prime
C06316,P22,197,7746,1915,1,4G,365,No OTT
C06317,P05,134,5592,1089,1,5G,84,No OTT
C06318,P09,27,6022,1352,0,4G,365,No OTT
C06319,P23,161,8631,716,0,4G,28,No OTT
C06320,P22,41,5846,884,1,4G,365,No OTT
C06321,P23,154,7759,1512,0,4G,28,No OTT
C06322,P02,57,8314,1632,0,5G,56,Netflix
C06323,P17,160,8308,668,1,5G,28,Hotstar
C06324,P05,127,2083,811,1,5G,84,No OTT
C06325,P10,40,3825,1276,0,4G,28,No OTT
C06326,P17,181,9700,581,1,5G,28,Hotstar
C06327,P11,24,4439,812,1,5G,28,Hotstar
C06328,P19,108,5566,583,0,5G,84,Hotstar
C06329,P14,96,9858,1214,1,5G,28,No OTT
C06330,P02,96,6710,1895,0,5G,56,Netflix
C06331,P20,166,8864,273,0,5G,180,Netflix
C06332,P10,92,6968,845,0,4G,28,No OTT
C06333,P14,196,2910,1193,1,5G,28,No OTT
C06334,P09,28,9251,1690,1,4G,365,No OTT
C06335,P09,134,8855,1274,0,4G,365,No OTT
C06336,P14,143,5040,1728,0,5G,28,No OTT
C06337,P22,73,6822,343,0,4G,365,No OTT
C06338,P07,143,9603,393,0,4G,180,Hotstar
C06339,P06,152,2221,816,1,5G,365,Netflix
C06340,P01,26,3493,189,1,4G,365,No OTT
C06341,P02,194,1103,1284,0,5G,56,Netflix
C06342,P21,49,8326,1792,0,5G,28,No OTT
C06343,P25,180,6261,354,0,5G,365,Netflix
C06344,P25,166,3468,826,1,5G,365,Netflix
C06345,P16,193,1059,1008,0,5G,56,Amazon Prime
